"Year","Emission category","Greenhouse gas","Emission, thousand tonnes of CO2 eq. (GWP=AR5)"
"1990","3A3 Swine","Carbon dioxide (CO2)",-
"1990","3A3 Swine","Methane (CH4)",37
"1990","3A3 Swine","Nitrous oxide (N2O)",-
"1990","3A3 Swine","F-gases (HFCs+PFCs+SF6)",-
"1990","3A3 Swine","Hydrofluorocarbons (HFCs)",-
"1990","3A3 Swine","Perfluorocarbons (PFCs)",-
"1990","3A3 Swine","Sulfur hexafluoride (SF6)",-
"1990","3A4a Goats","Total",1
"1990","3A4a Goats","Carbon dioxide (CO2)",-
"1990","3A4a Goats","Methane (CH4)",1
"1990","3A4a Goats","Nitrous oxide (N2O)",-
"1990","3A4a Goats","F-gases (HFCs+PFCs+SF6)",-
"1990","3A4a Goats","Hydrofluorocarbons (HFCs)",-
"1990","3A4a Goats","Perfluorocarbons (PFCs)",-
"1990","3A4a Goats","Sulfur hexafluoride (SF6)",-
"1990","3A4b Horses and ponies","Total",23
"1990","3A4b Horses and ponies","Carbon dioxide (CO2)",-
"1990","3A4b Horses and ponies","Methane (CH4)",23
"1990","3A4b Horses and ponies","Nitrous oxide (N2O)",-
"1990","3A4b Horses and ponies","F-gases (HFCs+PFCs+SF6)",-
"1990","3A4b Horses and ponies","Hydrofluorocarbons (HFCs)",-
"1990","3A4b Horses and ponies","Perfluorocarbons (PFCs)",-
"1990","3A4b Horses and ponies","Sulfur hexafluoride (SF6)",-
"1990","3A4di Reindeer","Total",133
"1990","3A4di Reindeer","Carbon dioxide (CO2)",-
"1990","3A4di Reindeer","Methane (CH4)",133
"1990","3A4di Reindeer","Nitrous oxide (N2O)",-
"1990","3A4di Reindeer","F-gases (HFCs+PFCs+SF6)",-
"1990","3A4di Reindeer","Hydrofluorocarbons (HFCs)",-
"1990","3A4di Reindeer","Perfluorocarbons (PFCs)",-
"1990","3A4di Reindeer","Sulfur hexafluoride (SF6)",-
"1990","3A4dii Fur-bearing animals","Total",7
"1990","3A4dii Fur-bearing animals","Carbon dioxide (CO2)",-
"1990","3A4dii Fur-bearing animals","Methane (CH4)",7
"1990","3A4dii Fur-bearing animals","Nitrous oxide (N2O)",-
"1990","3A4dii Fur-bearing animals","F-gases (HFCs+PFCs+SF6)",-
"1990","3A4dii Fur-bearing animals","Hydrofluorocarbons (HFCs)",-
"1990","3A4dii Fur-bearing animals","Perfluorocarbons (PFCs)",-
"1990","3A4dii Fur-bearing animals","Sulfur hexafluoride (SF6)",-
"1990","3B Manure management","Total",692
"1990","3B Manure management","Carbon dioxide (CO2)",-
"1990","3B Manure management","Methane (CH4)",422
"1990","3B Manure management","Nitrous oxide (N2O)",270
"1990","3B Manure management","F-gases (HFCs+PFCs+SF6)",-
"1990","3B Manure management","Hydrofluorocarbons (HFCs)",-
"1990","3B Manure management","Perfluorocarbons (PFCs)",-
"1990","3B Manure management","Sulfur hexafluoride (SF6)",-
"1990","3B1 Cattle","Total",394
"1990","3B1 Cattle","Carbon dioxide (CO2)",-
"1990","3B1 Cattle","Methane (CH4)",268
"1990","3B1 Cattle","Nitrous oxide (N2O)",126
"1990","3B1 Cattle","F-gases (HFCs+PFCs+SF6)",-
"1990","3B1 Cattle","Hydrofluorocarbons (HFCs)",-
"1990","3B1 Cattle","Perfluorocarbons (PFCs)",-
"1990","3B1 Cattle","Sulfur hexafluoride (SF6)",-
"1990","3B1a Dairy cattle","Total",241
"1990","3B1a Dairy cattle","Carbon dioxide (CO2)",-
"1990","3B1a Dairy cattle","Methane (CH4)",173
"1990","3B1a Dairy cattle","Nitrous oxide (N2O)",67
"1990","3B1a Dairy cattle","F-gases (HFCs+PFCs+SF6)",-
"1990","3B1a Dairy cattle","Hydrofluorocarbons (HFCs)",-
"1990","3B1a Dairy cattle","Perfluorocarbons (PFCs)",-
"1990","3B1a Dairy cattle","Sulfur hexafluoride (SF6)",-
"1990","3B1b Non-dairy cattle","Total",154
"1990","3B1b Non-dairy cattle","Carbon dioxide (CO2)",-
"1990","3B1b Non-dairy cattle","Methane (CH4)",95
"1990","3B1b Non-dairy cattle","Nitrous oxide (N2O)",59
"1990","3B1b Non-dairy cattle","F-gases (HFCs+PFCs+SF6)",-
"1990","3B1b Non-dairy cattle","Hydrofluorocarbons (HFCs)",-
"1990","3B1b Non-dairy cattle","Perfluorocarbons (PFCs)",-
"1990","3B1b Non-dairy cattle","Sulfur hexafluoride (SF6)",-
"1990","3B2 Sheep","Total",3
"1990","3B2 Sheep","Carbon dioxide (CO2)",-
"1990","3B2 Sheep","Methane (CH4)",1
"1990","3B2 Sheep","Nitrous oxide (N2O)",2
"1990","3B2 Sheep","F-gases (HFCs+PFCs+SF6)",-
"1990","3B2 Sheep","Hydrofluorocarbons (HFCs)",-
"1990","3B2 Sheep","Perfluorocarbons (PFCs)",-
"1990","3B2 Sheep","Sulfur hexafluoride (SF6)",-
"1990","3B3 Swine","Total",99
"1990","3B3 Swine","Carbon dioxide (CO2)",-
"1990","3B3 Swine","Methane (CH4)",76
"1990","3B3 Swine","Nitrous oxide (N2O)",23
"1990","3B3 Swine","F-gases (HFCs+PFCs+SF6)",-
"1990","3B3 Swine","Hydrofluorocarbons (HFCs)",-
"1990","3B3 Swine","Perfluorocarbons (PFCs)",-
"1990","3B3 Swine","Sulfur hexafluoride (SF6)",-
"1990","3B4a Goats","Total",0
"1990","3B4a Goats","Carbon dioxide (CO2)",-
"1990","3B4a Goats","Methane (CH4)",0
"1990","3B4a Goats","Nitrous oxide (N2O)",0
"1990","3B4a Goats","F-gases (HFCs+PFCs+SF6)",-
"1990","3B4a Goats","Hydrofluorocarbons (HFCs)",-
"1990","3B4a Goats","Perfluorocarbons (PFCs)",-
"1990","3B4a Goats","Sulfur hexafluoride (SF6)",-
"1990","3B4b Horses and ponies","Total",10
"1990","3B4b Horses and ponies","Carbon dioxide (CO2)",-
"1990","3B4b Horses and ponies","Methane (CH4)",3
"1990","3B4b Horses and ponies","Nitrous oxide (N2O)",7
"1990","3B4b Horses and ponies","F-gases (HFCs+PFCs+SF6)",-
"1990","3B4b Horses and ponies","Hydrofluorocarbons (HFCs)",-
"1990","3B4b Horses and ponies","Perfluorocarbons (PFCs)",-
"1990","3B4b Horses and ponies","Sulfur hexafluoride (SF6)",-
"1990","3B4c Poultry","Total",15
"1990","3B4c Poultry","Carbon dioxide (CO2)",-
"1990","3B4c Poultry","Methane (CH4)",8
"1990","3B4c Poultry","Nitrous oxide (N2O)",7
"1990","3B4c Poultry","F-gases (HFCs+PFCs+SF6)",-
"1990","3B4c Poultry","Hydrofluorocarbons (HFCs)",-
"1990","3B4c Poultry","Perfluorocarbons (PFCs)",-
"1990","3B4c Poultry","Sulfur hexafluoride (SF6)",-
"1990","3B4di Reindeer","Total",2
"1990","3B4di Reindeer","Carbon dioxide (CO2)",-
"1990","3B4di Reindeer","Methane (CH4)",2
"1990","3B4di Reindeer","Nitrous oxide (N2O)",-
"1990","3B4di Reindeer","F-gases (HFCs+PFCs+SF6)",-
"1990","3B4di Reindeer","Hydrofluorocarbons (HFCs)",-
"1990","3B4di Reindeer","Perfluorocarbons (PFCs)",-
"1990","3B4di Reindeer","Sulfur hexafluoride (SF6)",-
"1990","3B4dii Fur-bearing animals","Total",76
"1990","3B4dii Fur-bearing animals","Carbon dioxide (CO2)",-
"1990","3B4dii Fur-bearing animals","Methane (CH4)",64
"1990","3B4dii Fur-bearing animals","Nitrous oxide (N2O)",11
"1990","3B4dii Fur-bearing animals","F-gases (HFCs+PFCs+SF6)",-
"1990","3B4dii Fur-bearing animals","Hydrofluorocarbons (HFCs)",-
"1990","3B4dii Fur-bearing animals","Perfluorocarbons (PFCs)",-
"1990","3B4dii Fur-bearing animals","Sulfur hexafluoride (SF6)",-
"1990","3B5 Indirect N2O emissions from manure management","Total",93
"1990","3B5 Indirect N2O emissions from manure management","Carbon dioxide (CO2)",-
"1990","3B5 Indirect N2O emissions from manure management","Methane (CH4)",-
"1990","3B5 Indirect N2O emissions from manure management","Nitrous oxide (N2O)",93
"1990","3B5 Indirect N2O emissions from manure management","F-gases (HFCs+PFCs+SF6)",-
"1990","3B5 Indirect N2O emissions from manure management","Hydrofluorocarbons (HFCs)",-
"1990","3B5 Indirect N2O emissions from manure management","Perfluorocarbons (PFCs)",-
"1990","3B5 Indirect N2O emissions from manure management","Sulfur hexafluoride (SF6)",-
"1990","3D Agricultural soils","Total",3256
"1990","3D Agricultural soils","Carbon dioxide (CO2)",-
"1990","3D Agricultural soils","Methane (CH4)",-
"1990","3D Agricultural soils","Nitrous oxide (N2O)",3256
"1990","3D Agricultural soils","F-gases (HFCs+PFCs+SF6)",-
"1990","3D Agricultural soils","Hydrofluorocarbons (HFCs)",-
"1990","3D Agricultural soils","Perfluorocarbons (PFCs)",-
"1990","3D Agricultural soils","Sulfur hexafluoride (SF6)",-
"1990","3Da Direct N2O emissions from managed soils","Total",2940
"1990","3Da Direct N2O emissions from managed soils","Carbon dioxide (CO2)",-
"1990","3Da Direct N2O emissions from managed soils","Methane (CH4)",-
"1990","3Da Direct N2O emissions from managed soils","Nitrous oxide (N2O)",2940
"1990","3Da Direct N2O emissions from managed soils","F-gases (HFCs+PFCs+SF6)",-
"1990","3Da Direct N2O emissions from managed soils","Hydrofluorocarbons (HFCs)",-
"1990","3Da Direct N2O emissions from managed soils","Perfluorocarbons (PFCs)",-
"1990","3Da Direct N2O emissions from managed soils","Sulfur hexafluoride (SF6)",-
"1990","3Da1 Inorganic N fertilizers","Total",951
"1990","3Da1 Inorganic N fertilizers","Carbon dioxide (CO2)",-
"1990","3Da1 Inorganic N fertilizers","Methane (CH4)",-
"1990","3Da1 Inorganic N fertilizers","Nitrous oxide (N2O)",951
"1990","3Da1 Inorganic N fertilizers","F-gases (HFCs+PFCs+SF6)",-
"1990","3Da1 Inorganic N fertilizers","Hydrofluorocarbons (HFCs)",-
"1990","3Da1 Inorganic N fertilizers","Perfluorocarbons (PFCs)",-
"1990","3Da1 Inorganic N fertilizers","Sulfur hexafluoride (SF6)",-
"1990","3Da2 Organic N fertilizers","Total",321
"1990","3Da2 Organic N fertilizers","Carbon dioxide (CO2)",-
"1990","3Da2 Organic N fertilizers","Methane (CH4)",-
"1990","3Da2 Organic N fertilizers","Nitrous oxide (N2O)",321
"1990","3Da2 Organic N fertilizers","F-gases (HFCs+PFCs+SF6)",-
"1990","3Da2 Organic N fertilizers","Hydrofluorocarbons (HFCs)",-
"1990","3Da2 Organic N fertilizers","Perfluorocarbons (PFCs)",-
"1990","3Da2 Organic N fertilizers","Sulfur hexafluoride (SF6)",-
"1990","3Da3 Urine and dung deposited by grazing animals","Total",147
"1990","3Da3 Urine and dung deposited by grazing animals","Carbon dioxide (CO2)",-
"1990","3Da3 Urine and dung deposited by grazing animals","Methane (CH4)",-
"1990","3Da3 Urine and dung deposited by grazing animals","Nitrous oxide (N2O)",147
"1990","3Da3 Urine and dung deposited by grazing animals","F-gases (HFCs+PFCs+SF6)",-
"1990","3Da3 Urine and dung deposited by grazing animals","Hydrofluorocarbons (HFCs)",-
"1990","3Da3 Urine and dung deposited by grazing animals","Perfluorocarbons (PFCs)",-
"1990","3Da3 Urine and dung deposited by grazing animals","Sulfur hexafluoride (SF6)",-
"1990","3Da4 Crop residues","Total",350
"1990","3Da4 Crop residues","Carbon dioxide (CO2)",-
"1990","3Da4 Crop residues","Methane (CH4)",-
"1990","3Da4 Crop residues","Nitrous oxide (N2O)",350
"1990","3Da4 Crop residues","F-gases (HFCs+PFCs+SF6)",-
"1990","3Da4 Crop residues","Hydrofluorocarbons (HFCs)",-
"1990","3Da4 Crop residues","Perfluorocarbons (PFCs)",-
"1990","3Da4 Crop residues","Sulfur hexafluoride (SF6)",-
"1990","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Total",-
"1990","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Carbon dioxide (CO2)",-
"1990","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Methane (CH4)",-
"1990","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Nitrous oxide (N2O)",-
"1990","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","F-gases (HFCs+PFCs+SF6)",-
"1990","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Hydrofluorocarbons (HFCs)",-
"1990","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Perfluorocarbons (PFCs)",-
"1990","3Da5 N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Sulfur hexafluoride (SF6)",-
"1990","3Da6 Cultivation of organic soils of croplands and grasslands","Total",1171
"1990","3Da6 Cultivation of organic soils of croplands and grasslands","Carbon dioxide (CO2)",-
"1990","3Da6 Cultivation of organic soils of croplands and grasslands","Methane (CH4)",-
"1990","3Da6 Cultivation of organic soils of croplands and grasslands","Nitrous oxide (N2O)",1171
"1990","3Da6 Cultivation of organic soils of croplands and grasslands","F-gases (HFCs+PFCs+SF6)",-
"1990","3Da6 Cultivation of organic soils of croplands and grasslands","Hydrofluorocarbons (HFCs)",-
"1990","3Da6 Cultivation of organic soils of croplands and grasslands","Perfluorocarbons (PFCs)",-
"1990","3Da6 Cultivation of organic soils of croplands and grasslands","Sulfur hexafluoride (SF6)",-
"1990","3Db Indirect N2O emissions from managed soils","Total",316
"1990","3Db Indirect N2O emissions from managed soils","Carbon dioxide (CO2)",-
"1990","3Db Indirect N2O emissions from managed soils","Methane (CH4)",-
"1990","3Db Indirect N2O emissions from managed soils","Nitrous oxide (N2O)",316
"1990","3Db Indirect N2O emissions from managed soils","F-gases (HFCs+PFCs+SF6)",-
"1990","3Db Indirect N2O emissions from managed soils","Hydrofluorocarbons (HFCs)",-
"1990","3Db Indirect N2O emissions from managed soils","Perfluorocarbons (PFCs)",-
"1990","3Db Indirect N2O emissions from managed soils","Sulfur hexafluoride (SF6)",-
"1990","3F Field burning of agricultural residues","Total",4
"1990","3F Field burning of agricultural residues","Carbon dioxide (CO2)",-
"1990","3F Field burning of agricultural residues","Methane (CH4)",3
"1990","3F Field burning of agricultural residues","Nitrous oxide (N2O)",1
"1990","3F Field burning of agricultural residues","F-gases (HFCs+PFCs+SF6)",-
"1990","3F Field burning of agricultural residues","Hydrofluorocarbons (HFCs)",-
"1990","3F Field burning of agricultural residues","Perfluorocarbons (PFCs)",-
"1990","3F Field burning of agricultural residues","Sulfur hexafluoride (SF6)",-
"1990","3G Liming","Total",642
"1990","3G Liming","Carbon dioxide (CO2)",642
"1990","3G Liming","Methane (CH4)",-
"1990","3G Liming","Nitrous oxide (N2O)",-
"1990","3G Liming","F-gases (HFCs+PFCs+SF6)",-
"1990","3G Liming","Hydrofluorocarbons (HFCs)",-
"1990","3G Liming","Perfluorocarbons (PFCs)",-
"1990","3G Liming","Sulfur hexafluoride (SF6)",-
"1990","3H Urea application","Total",5
"1990","3H Urea application","Carbon dioxide (CO2)",5
"1990","3H Urea application","Methane (CH4)",-
"1990","3H Urea application","Nitrous oxide (N2O)",-
"1990","3H Urea application","F-gases (HFCs+PFCs+SF6)",-
"1990","3H Urea application","Hydrofluorocarbons (HFCs)",-
"1990","3H Urea application","Perfluorocarbons (PFCs)",-
"1990","3H Urea application","Sulfur hexafluoride (SF6)",-
"1990","4 Land use, land-use change and forestry (LULUCF)","Total",-23175
"1990","4 Land use, land-use change and forestry (LULUCF)","Carbon dioxide (CO2)",-26366
"1990","4 Land use, land-use change and forestry (LULUCF)","Methane (CH4)",1693
"1990","4 Land use, land-use change and forestry (LULUCF)","Nitrous oxide (N2O)",1498
"1990","4 Land use, land-use change and forestry (LULUCF)","F-gases (HFCs+PFCs+SF6)",-
"1990","4 Land use, land-use change and forestry (LULUCF)","Hydrofluorocarbons (HFCs)",-
"1990","4 Land use, land-use change and forestry (LULUCF)","Perfluorocarbons (PFCs)",-
"1990","4 Land use, land-use change and forestry (LULUCF)","Sulfur hexafluoride (SF6)",-
"1990","4A Forest land","Total",-28950
"1990","4A Forest land","Carbon dioxide (CO2)",-32008
"1990","4A Forest land","Methane (CH4)",1642
"1990","4A Forest land","Nitrous oxide (N2O)",1416
"1990","4A Forest land","F-gases (HFCs+PFCs+SF6)",-
"1990","4A Forest land","Hydrofluorocarbons (HFCs)",-
"1990","4A Forest land","Perfluorocarbons (PFCs)",-
"1990","4A Forest land","Sulfur hexafluoride (SF6)",-
"1990","4Ai1 Forest land: biomass (mineral soils)","Total",-13863
"1990","4Ai1 Forest land: biomass (mineral soils)","Carbon dioxide (CO2)",-13863
"1990","4Ai1 Forest land: biomass (mineral soils)","Methane (CH4)",-
"1990","4Ai1 Forest land: biomass (mineral soils)","Nitrous oxide (N2O)",-
"1990","4Ai1 Forest land: biomass (mineral soils)","F-gases (HFCs+PFCs+SF6)",-
"1990","4Ai1 Forest land: biomass (mineral soils)","Hydrofluorocarbons (HFCs)",-
"1990","4Ai1 Forest land: biomass (mineral soils)","Perfluorocarbons (PFCs)",-
"1990","4Ai1 Forest land: biomass (mineral soils)","Sulfur hexafluoride (SF6)",-
"1990","4Ai2 Forest land: biomass (organic soils)","Total",-10602
"1990","4Ai2 Forest land: biomass (organic soils)","Carbon dioxide (CO2)",-10602
"1990","4Ai2 Forest land: biomass (organic soils)","Methane (CH4)",-
"1990","4Ai2 Forest land: biomass (organic soils)","Nitrous oxide (N2O)",-
"1990","4Ai2 Forest land: biomass (organic soils)","F-gases (HFCs+PFCs+SF6)",-
"1990","4Ai2 Forest land: biomass (organic soils)","Hydrofluorocarbons (HFCs)",-
"1990","4Ai2 Forest land: biomass (organic soils)","Perfluorocarbons (PFCs)",-
"1990","4Ai2 Forest land: biomass (organic soils)","Sulfur hexafluoride (SF6)",-
"1990","4Aiv Forest land: DOM + SOM (mineral soils)","Total",-9663
"1990","4Aiv Forest land: DOM + SOM (mineral soils)","Carbon dioxide (CO2)",-9663
"1990","4Aiv Forest land: DOM + SOM (mineral soils)","Methane (CH4)",-
"1990","4Aiv Forest land: DOM + SOM (mineral soils)","Nitrous oxide (N2O)",-
"1990","4Aiv Forest land: DOM + SOM (mineral soils)","F-gases (HFCs+PFCs+SF6)",-
"1990","4Aiv Forest land: DOM + SOM (mineral soils)","Hydrofluorocarbons (HFCs)",-
"1990","4Aiv Forest land: DOM + SOM (mineral soils)","Perfluorocarbons (PFCs)",-
"1990","4Aiv Forest land: DOM + SOM (mineral soils)","Sulfur hexafluoride (SF6)",-
"1990","4Av Forest land: DOM + SOM (organic soils)","Total",2120
"1990","4Av Forest land: DOM + SOM (organic soils)","Carbon dioxide (CO2)",2120
"1990","4Av Forest land: DOM + SOM (organic soils)","Methane (CH4)",-
"1990","4Av Forest land: DOM + SOM (organic soils)","Nitrous oxide (N2O)",-
"1990","4Av Forest land: DOM + SOM (organic soils)","F-gases (HFCs+PFCs+SF6)",-
"1990","4Av Forest land: DOM + SOM (organic soils)","Hydrofluorocarbons (HFCs)",-
"1990","4Av Forest land: DOM + SOM (organic soils)","Perfluorocarbons (PFCs)",-
"1990","4Av Forest land: DOM + SOM (organic soils)","Sulfur hexafluoride (SF6)",-
"1990","4A(i) Forest land: direct N2O emissions from N-fertilization","Total",18
"1990","4A(i) Forest land: direct N2O emissions from N-fertilization","Carbon dioxide (CO2)",-
"1990","4A(i) Forest land: direct N2O emissions from N-fertilization","Methane (CH4)",-
"1990","4A(i) Forest land: direct N2O emissions from N-fertilization","Nitrous oxide (N2O)",18
"1990","4A(i) Forest land: direct N2O emissions from N-fertilization","F-gases (HFCs+PFCs+SF6)",-
"1990","4A(i) Forest land: direct N2O emissions from N-fertilization","Hydrofluorocarbons (HFCs)",-
"1990","4A(i) Forest land: direct N2O emissions from N-fertilization","Perfluorocarbons (PFCs)",-
